Paediatric Reference Ranges for Spirometry: NHANES III update (2008),FEV1(litre),,,,,,FVC (litre),,,,,,FEV1FVC (1),,,,,,FEF2575 (L/s),,,,,,FEV075(litre),,,,,,FEV075FVC(1),,,,,
Age,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,
(year),L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s
log link,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
log ht,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
coef  int,0,-11.1047846,-1.8009382,0,-10.27933984,-1.84729705,0,-11.6896501,-1.5853657,0,-11.0342204,-1.7676323,0,0.31380402,-3.3908484,0,0.4997604,-3.3947455,0,-7.95395119,-1.425505251,0,-6.5826187,-1.9445366,0,-9.60339929,-2.031934459,0,-10.15756031,-1.87804691,0,0.20914934,-2.40932579,0,0.58617016,-2.592107671
Height  cm,0,2.3395048,0,0,2.19870726,0,0,2.4365084,0,0,2.334112,0,0,-0.03323328,0,0,-0.0793916,0,0,1.80700694,0,0,1.6133475,0,0,2.0222263,0,0,2.13863145,0,0,-0.03715605,0,0,-0.13216689,0
coef age,0,0.148912,-0.1248596,0,0.03408397,-0.08155572,0,0.2795876,-0.2470621,0,0.1453117,-0.123112,0,-0.1504137,0.3696677,0,-0.1185497,0.3266679,0,-0.00490018,0.004887173,0,-0.2679831,0.2871433,0,0.02676122,-0.008781346,0,0.02140254,-0.02476799,0,-0.1027656,-0.04491048,0,-0.04523984,0.007361615
18.1,1,0.1672279222,-0.1284454711,1,0.1911553578,-0.1321792176,1,0.1588762897,-0.1487388722,1,0.1587918838,-0.2115580496,4.04764836,0.00552518216,0.04158778558,4.087730952,0.02881181386,0.02340709625,0.4537644682,0.2080556033,-0.1054890392,0.5265980809,0.2421679077,-0.1292858182,,,,,,,,,,,,
18.2,1,0.1686982861,-0.1283471525,1,0.1917585624,-0.1323638868,1,0.1601410336,-0.1485943097,1,0.159302825,-0.2116232379,4.04764836,0.005662599743,0.04104577771,4.087730952,0.02895928235,0.02261671181,0.4537644682,0.2100379142,-0.1062649176,0.5265980809,0.2433971128,-0.1298941912,,,,,,,,,,,,
18.3,1,0.1701080615,-0.1282434466,1,0.1923343666,-0.1325393481,1,0.1613519665,-0.1484385714,1,0.1597893205,-0.2116754915,4.04764836,0.00579241594,0.04049991507,4.087730952,0.02910223132,0.02182450504,0.4537644682,0.2119544673,-0.1070312715,0.5265980809,0.2445949268,-0.1304936985,,,,,,,,,,,,
18.4,1,0.1714582152,-0.1281343428,1,0.1928835658,-0.1327057099,1,0.1625098671,-0.1482717862,1,0.1602521709,-0.2117151147,4.04764836,0.005914906317,0.0399503668,4.087730952,0.02924067291,0.02103056959,0.4537644682,0.2138060759,-0.1077881533,0.5265980809,0.2457620041,-0.1310844869,,,,,,,,,,,,
18.5,1,0.1727496396,-0.1280198286,1,0.1934069853,-0.1328630783,1,0.1636153632,-0.1480940811,1,0.1606921786,-0.2117424135,4.04764836,0.006030352351,0.03939730001,4.087730952,0.02937464085,0.02023500339,0.4537644682,0.2155936204,-0.108535614,0.5265980809,0.2468990489,-0.1316666839,,,,,,,,,,,,
18.6,1,0.1739832111,-0.1278998925,1,0.193905435,-0.1330115578,1,0.1646690694,-0.1479055809,1,0.1611101297,-0.2117576882,4.04764836,0.006139030037,0.03884087817,4.087730952,0.02950416945,0.01943790242,0.4537644682,0.217317984,-0.1092737047,0.5265980809,0.2480067544,-0.1322404145,,,,,,,,,,,,
18.7,1,0.1751597949,-0.1277745255,1,0.1943797073,-0.1331512512,1,0.1656715703,-0.1477064091,1,0.1615067934,-0.2117612326,4.04764836,0.006241211167,0.03828126062,4.087730952,0.02962929256,0.01863936054,0.4537644682,0.2189800676,-0.110002477,0.5265980809,0.2490857994,-0.132805801,,,,,,,,,,,,
18.8,1,0.1762802652,-0.1276437246,1,0.1948305781,-0.1332822596,1,0.1666233685,-0.1474966881,1,0.1618829223,-0.2117533349,4.04764836,0.006337172023,0.03771860213,4.087730952,0.02975004365,0.01783946946,0.4537644682,0.2205808125,-0.1107219865,0.5265980809,0.2501368494,-0.1333629639,,,,,,,,,,,,
18.9,1,0.1773455404,-0.1275074919,1,0.1952588095,-0.1334046825,1,0.1675249376,-0.1472765399,1,0.1622392494,-0.2117342787,4.04764836,0.006427193,0.03715305321,4.087730952,0.02986646143,0.01703832057,0.4537644682,0.2221211684,-0.1114322922,0.5265980809,0.2511605564,-0.1339120214,,,,,,,,,,,,
19,1,0.178356536,-0.1273658308,1,0.1956651546,-0.1335186184,1,0.1683767523,-0.1470460843,1,0.162576474,-0.211704349,4.04764836,0.006511548912,0.03658476081,4.087730952,0.02997860634,0.0162360092,0.4537644682,0.2236020851,-0.1121334534,0.5265980809,0.2521575569,-0.1344530902,,,,,,,,,,,,
19.1,1,0.1793142376,-0.1272187447,1,0.1960503176,-0.1336241635,1,0.1691793949,-0.1468054405,1,0.1628952639,-0.211663829,4.04764836,0.006590501197,0.03601386744,4.087730952,0.0300865262,0.0154326316,0.4537644682,0.2250245704,-0.1128255253,0.5265980809,0.2531284172,-0.1349862758,,,,,,,,,,,,
19.2,1,0.180219957,-0.1270662377,1,0.1964149013,-0.1337214089,1,0.1699338941,-0.1465547295,1,0.1631962963,-0.2116129973,4.04764836,0.006664276098,0.03544050762,4.087730952,0.03019020404,0.0146282993,0.4537644682,0.2263898628,-0.1135085481,0.5265980809,0.2540735156,-0.1355116343,,,,,,,,,,,,
19.3,1,0.1810750659,-0.1269083138,1,0.1967594758,-0.1338104434,1,0.1706413726,-0.1462940714,1,0.163480241,-0.2115521273,4.04764836,0.006733087675,0.03486481177,4.087730952,0.03028960779,0.0138231259,0.4537644682,0.2276992585,-0.1141825576,0.5265980809,0.2549931812,-0.1360292091,,,,,,,,,,,,
19.4,1,0.1818809086,-0.1267449779,1,0.1970845997,-0.1338913543,1,0.1713029311,-0.1460235844,1,0.1637477542,-0.2114814867,4.04764836,0.006797145453,0.03428690748,4.087730952,0.03038470648,0.01301722249,0.4537644682,0.228954054,-0.11484759,0.5265980809,0.2558877373,-0.1365390433,,,,,,,,,,,,
19.5,1,0.1826388024,-0.1265762348,1,0.1973908203,-0.1339642276,1,0.1719196487,-0.1457433846,1,0.1639994782,-0.2114013379,4.04764836,0.006856654528,0.03370691961,4.087730952,0.03047547024,0.01221069765,0.4537644682,0.2301555455,-0.1155036812,0.5265980809,0.2567575019,-0.1370411796,,,,,,,,,,,,
19.6,1,0.1833500385,-0.1264020898,1,0.1976786741,-0.134029148,1,0.1724925835,-0.1454535865,1,0.1642360417,-0.211311938,4.04764836,0.006911815673,0.03312497031,4.087730952,0.03056187022,0.01140365754,0.4537644682,0.2313050294,-0.1161508673,0.5265980809,0.257602788,-0.1375356604,,,,,,,,,,,,
19.7,1,0.1840158825,-0.1262225487,1,0.1979486868,-0.134086199,1,0.1730227732,-0.1451543028,1,0.1644580607,-0.2112135391,4.04764836,0.006962825442,0.03254117915,4.087730952,0.03064387861,0.01059620593,0.4537644682,0.232403802,-0.1167891842,0.5265980809,0.2584239033,-0.1380225278,,,,,,,,,,,,
19.8,1,0.1846375751,-0.1260376174,1,0.1982013736,-0.1341354629,1,0.1735112354,-0.1448456442,1,0.164666138,-0.2111063883,4.04764836,0.007009876266,0.03195566311,4.087730952,0.03072146858,0.009788444307,0.4537644682,0.2334531595,-0.1174186682,0.5265980809,0.2592211504,-0.1385018234,,,,,,,,,,,,
19.9,1,0.1852163323,-0.1258473022,1,0.1984372395,-0.1341770206,1,0.173958968,-0.1445277198,1,0.1648608643,-0.2109907279,4.04764836,0.007053156553,0.0313685367,4.087730952,0.03079461426,0.00898047189,0.4537644682,0.2344543983,-0.1180393551,0.5265980809,0.2599948273,-0.1389735886,,,,,,,,,,,,
20,1,0.1857533465,-0.1256516096,1,0.1986567794,-0.1342109518,1,0.1743669499,-0.144200637,1,0.1650428178,-0.2108667953,4.04764836,0.007092850776,0.03077991198,4.087730952,0.03086329073,0.008172385692,0.4537644682,0.2354088148,-0.118651281,0.5265980809,0.2607452268,-0.1394378645,,,,,,,,,,,,
20.1,1,0.1862497396,-0.1254505487,1,0.1988604557,-0.1342373356,1,0.1747361303,-0.143864501,1,0.1652125353,-0.2107348169,4.04764836,0.007129132709,0.03018989836,4.087730952,0.03092747715,0.007364279606,0.4537644682,0.2363176525,-0.1192544833,0.5265980809,0.2614726262,-0.1398946977,,,,,,,,,,,,
20.2,1,0.1867064254,-0.1252441378,1,0.1990486304,-0.1342562514,1,0.1750673971,-0.1435194131,1,0.1653704251,-0.210594989,4.04764836,0.007162145306,0.02959860188,4.087730952,0.0309871661,0.00655624159,0.4537644682,0.2371819443,-0.1198490047,0.5265980809,0.2621772543,-0.1403441577,,,,,,,,,,,,
20.3,1,0.1871242546,-0.1250323972,1,0.1992216363,-0.1342677779,1,0.1753616108,-0.1431654726,1,0.1655168581,-0.2104474981,4.04764836,0.007192021861,0.02900612604,4.087730952,0.0310423538,0.005748356704,0.4537644682,0.2380026702,-0.1204348895,0.5265980809,0.2628593255,-0.1407863187,,,,,,,,,,,,
20.4,1,0.1875040618,-0.1248153473,1,0.1993798001,-0.1342719927,1,0.175619616,-0.1428027772,1,0.1656521982,-0.2102925267,4.04764836,0.007218892975,0.0284125722,4.087730952,0.0310930369,0.004940708128,0.4537644682,0.2387808105,-0.1210121817,0.5265980809,0.2635190515,-0.1412212539,,,,,,,,,,,,
20.5,1,0.1878466665,-0.1245930084,1,0.1995234423,-0.1342689721,1,0.1758422414,-0.1424314232,1,0.165776802,-0.2101302544,4.04764836,0.007242886614,0.02781803954,4.087730952,0.03113921246,0.004133377212,0.4537644682,0.2395173451,-0.1215809255,0.5265980809,0.2641566408,-0.1416490357,,,,,,,,,,,,
20.6,1,0.1881528731,-0.1243654009,1,0.1996528776,-0.1342587913,1,0.1760303001,-0.1420515054,1,0.1658910191,-0.2099608571,4.04764836,0.007264128171,0.0272226252,4.087730952,0.03118087796,0.003326443516,0.4537644682,0.2402132542,-0.122141165,0.5265980809,0.2647722993,-0.142069735,,,,,,,,,,,,
20.7,1,0.188423471,-0.124132545,1,0.1997684149,-0.1342415246,1,0.1761845905,-0.1416631174,1,0.1659951923,-0.2097845076,4.04764836,0.007282740523,0.02662642426,4.087730952,0.03121803126,0.00251998485,0.4537644682,0.2408695179,-0.1226929444,0.5265980809,0.2653662297,-0.142483422,,,,,,,,,,,,
20.8,1,0.1886592356,-0.1238944608,1,0.1998703574,-0.134217245,1,0.1763058961,-0.141266351,1,0.1660896579,-0.2096013753,4.04764836,0.007298844085,0.0260295298,4.087730952,0.03125067061,0.001714077317,0.4537644682,0.2414871164,-0.1232363079,0.5265980809,0.2659386322,-0.1428901658,,,,,,,,,,,,
20.9,1,0.1888609279,-0.1236511687,1,0.199959003,-0.1341860245,1,0.1763949859,-0.1408612971,1,0.1661747454,-0.2094116266,4.04764836,0.007312556867,0.02543203299,4.087730952,0.03127879462,0.0009087953501,0.4537644682,0.2420670297,-0.1237712994,0.5265980809,0.2664897043,-0.1432900346,,,,,,,,,,,,
21,1,0.1890292952,-0.1234026886,1,0.2000346439,-0.1341479342,1,0.1764526149,-0.140448045,1,0.1662507782,-0.2092154248,4.04764836,0.007323994531,0.02483402307,4.087730952,0.03130240227,0.0001042117533,0.4537644682,0.2426102379,-0.1242979633,0.5265980809,0.2670196406,-0.1436830955,,,,,,,,,,,,
21.1,1,0.1891650778,-0.123149041,1,0.200097548,-0.1341030448,1,0.1764794717,-0.1400266823,1,0.1663180412,-0.2090129362,4.04764836,0.007333277724,0.02423558717,4.087730952,0.0313215004,-0.000699601898,0.4537644682,0.2431177542,-0.124816345,0.5265980809,0.2675286362,-0.1440694162,,,,,,,,,,,,
21.2,1,0.1892690297,-0.1228902475,1,0.2001479016,-0.1340514299,1,0.1764760229,-0.1395972937,1,0.1663766856,-0.2088043485,4.04764836,0.007340553868,0.02363680962,4.087730952,0.03133612617,-0.001502574132,0.4537644682,0.243590724,-0.1253264959,0.5265980809,0.2680168954,-0.1444490693,,,,,,,,,,,,
21.3,1,0.1893418976,-0.1226263299,1,0.2001858685,-0.1339931626,1,0.1764426748,-0.1391599622,1,0.1664268277,-0.208589852,4.04764836,0.007345974707,0.02303777273,4.087730952,0.03134632382,-0.00230463467,0.4537644682,0.2440303255,-0.1258284685,0.5265980809,0.2684846225,-0.1448221277,,,,,,,,,,,,
21.4,1,0.1893844151,-0.1223573101,1,0.2002116101,-0.1339283149,1,0.1763798272,-0.1387147698,1,0.1664685823,-0.2083696333,4.04764836,0.007349688932,0.02243855709,4.087730952,0.03135213693,-0.003105714767,0.4537644682,0.2444377373,-0.1263223155,0.5265980809,0.2689320192,-0.1451886633,,,,,,,,,,,,
21.5,1,0.1893973022,-0.1220832096,1,0.2002252853,-0.1338569581,1,0.1762878737,-0.1382617972,1,0.166502062,-0.2081438755,4.04764836,0.007351842241,0.02183924167,4.087730952,0.03135360853,-0.003905747176,0.4537644682,0.2448141375,-0.1268080897,0.5265980809,0.269359284,-0.1455487469,,,,,,,,,,,,
21.6,1,0.1893812661,-0.12180405,1,0.2002270504,-0.1337791621,1,0.1761672017,-0.137801124,1,0.1665273779,-0.2079127584,4.04764836,0.007352577411,0.02123990376,4.087730952,0.031350781,-0.004704666111,0.4537644682,0.2451607046,-0.1272858436,0.5265980809,0.269766613,-0.1459024483,,,,,,,,,,,,
21.7,1,0.1893370014,-0.1215198529,1,0.2002170594,-0.133694996,1,0.1760181925,-0.1373328286,1,0.1665446393,-0.2076764583,4.04764836,0.007352034357,0.02064061909,4.087730952,0.03134369618,-0.005502407221,0.4537644682,0.2454786171,-0.12775563,0.5265980809,0.2701541994,-0.1462498362,,,,,,,,,,,,
21.8,1,0.1892651902,-0.1212306395,1,0.2001954639,-0.1336045279,1,0.1758412214,-0.1368569884,1,0.1665539537,-0.2074351483,4.04764836,0.007350350193,0.0200414618,4.087730952,0.0313323953,-0.006298907551,0.4537644682,0.2457690531,-0.1282175014,0.5265980809,0.2705222338,-0.1465909786,,,,,,,,,,,,
21.9,1,0.1891665025,-0.1209364311,1,0.200162413,-0.1335078247,1,0.175636658,-0.1363736797,1,0.1665554269,-0.2071889983,4.04764836,0.0073476593,0.01944250455,4.087730952,0.03131691906,-0.007094105517,0.4537644682,0.2460331912,-0.1286715107,0.5265980809,0.2708709044,-0.146925942,,,,,,,,,,,,
22,1,0.1890415963,-0.120637249,1,0.2001180538,-0.1334049527,1,0.1754048662,-0.1358829777,1,0.1665491633,-0.2069381751,4.04764836,0.007344093377,0.01884381845,4.087730952,0.03129730756,-0.007887940868,0.4537644682,0.2462722096,-0.1291177103,0.5265980809,0.2712003964,-0.1472547925,,,,,,,,,,,,
22.1,1,0.1888911083,-0.1203331167,1,0.2000625299,-0.133295977,1,0.1751462748,-0.1353849573,1,0.1665352565,-0.206682836,4.04764836,0.007339765016,0.01824547205,4.087730952,0.03127361153,-0.008680349451,0.4537644682,0.2464871761,-0.1295561568,0.5265980809,0.2715109029,-0.1475775875,,,,,,,,,,,,
22.2,1,0.188715625,-0.1200240682,1,0.1999959783,-0.1331809622,1,0.1748615886,-0.1348796946,1,0.1665137634,-0.2064231109,4.04764836,0.00733471871,0.01764752786,4.087730952,0.03124592535,-0.009471247653,0.4537644682,0.2466787156,-0.1299869209,0.5265980809,0.2718026543,-0.1478943539,,,,,,,,,,,,
22.3,1,0.188515713,-0.1197101397,1,0.199918533,-0.133059972,1,0.17455157,-0.1343672654,1,0.1664847313,-0.2061591212,4.04764836,0.007328981651,0.01705004597,4.087730952,0.03121435285,-0.01026054844,0.4537644682,0.2468473425,-0.1304100772,0.5265980809,0.2720758877,-0.1482051114,,,,,,,,,,,,
22.4,1,0.1882919291,-0.119391367,1,0.1998303261,-0.1329330692,1,0.1742169681,-0.1338477444,1,0.1664482068,-0.205890986,4.04764836,0.007322580531,0.01645308524,4.087730952,0.03117899606,-0.0110481666,0.4537644682,0.2469935709,-0.1308257003,0.5265980809,0.2723308366,-0.1485098793,,,,,,,,,,,,
22.5,1,0.1880448205,-0.1190677853,1,0.1997314875,-0.1328003156,1,0.1738585185,-0.1333212053,1,0.1664042365,-0.2056188223,4.04764836,0.007315541548,0.01585670332,4.087730952,0.03113995516,-0.01183401876,0.4537644682,0.2471179152,-0.1312338647,0.5265980809,0.2725677309,-0.148808677,,,,,,,,,,,,
22.6,1,0.1877749248,-0.1187394297,1,0.1996221453,-0.1326617725,1,0.1734769436,-0.1327877208,1,0.1663528661,-0.2053427452,4.04764836,0.007307890424,0.01526095668,4.087730952,0.03109732862,-0.01261802327,0.4537644682,0.2472208897,-0.1316346449,0.5265980809,0.2727867972,-0.149101524,,,,,,,,,,,,
22.7,1,0.1874827707,-0.1184063346,1,0.1995024259,-0.1325174998,1,0.1730729529,-0.1322473624,1,0.1662941412,-0.2050628677,4.04764836,0.007299652405,0.01466590066,4.087730952,0.03105121316,-0.01340010023,0.4537644682,0.2473030086,-0.1320281155,0.5265980809,0.2729882585,-0.1493884398,,,,,,,,,,,,
22.8,1,0.1871688777,-0.1180685344,1,0.1993724535,-0.1323675571,1,0.1726472436,-0.131700201,1,0.1662281067,-0.2047793006,4.04764836,0.007290852278,0.01407158944,4.087730952,0.03100170381,-0.01418017143,0.4537644682,0.2473647862,-0.1324143511,0.5265980809,0.2731723349,-0.1496694436,,,,,,,,,,,,
22.9,1,0.1868337563,-0.1177260627,1,0.1992323509,-0.1322120029,1,0.1722005001,-0.1311463061,1,0.1661548072,-0.204492153,4.04764836,0.007281514378,0.01347807611,4.087730952,0.03094889393,-0.01495816029,0.4537644682,0.2474067368,-0.1327934263,0.5265980809,0.2733392428,-0.1499445549,,,,,,,,,,,,
23,1,0.1864779086,-0.117378953,1,0.1990822386,-0.1320508949,1,0.1717333951,-0.1305857465,1,0.1660742869,-0.2042015321,4.04764836,0.007271662597,0.01288541268,4.087730952,0.03089287528,-0.01573399188,0.4537644682,0.2474293747,-0.1331654154,0.5265980809,0.2734891956,-0.1502137929,,,,,,,,,,,,
23.1,1,0.1861018597,-0.1170272366,1,0.1989222495,-0.1318842902,1,0.1712465993,-0.1300185911,1,0.165986602,-0.2039075418,4.04764836,0.007261326574,0.01229365085,4.087730952,0.03083373485,-0.01650759629,0.4537644682,0.2474332364,-0.1335303853,0.5265980809,0.2736224097,-0.15047718,,,,,,,,,,,,
23.2,1,0.1857062532,-0.1166709372,1,0.198752568,-0.1317122458,1,0.1707408118,-0.1294449119,1,0.1658918586,-0.2036102798,4.04764836,0.007250560046,0.01170284423,4.087730952,0.03077154541,-0.017278919,0.4537644682,0.2474189469,-0.1338883711,0.5265980809,0.2737391225,-0.1507347494,,,,,,,,,,,,
23.3,1,0.1852917529,-0.1163100767,1,0.1985733892,-0.1315348178,1,0.1702167295,-0.128864781,1,0.1657901733,-0.2033098408,4.04764836,0.007239421883,0.01111304609,4.087730952,0.0307063754,-0.01804791011,0.4537644682,0.2473871537,-0.1342394,0.5265980809,0.2738395738,-0.1509865369,,,,,,,,,,,,
23.4,1,0.184859011,-0.1159446767,1,0.1983849051,-0.1313520617,1,0.1696750366,-0.1282782695,1,0.1656816612,-0.2030063179,4.04764836,0.007227969843,0.01052430864,4.087730952,0.03063829207,-0.01881452081,0.4537644682,0.247338504,-0.1345834992,0.5265980809,0.2739239999,-0.1512325783,,,,,,,,,,,,
23.5,1,0.1844086682,-0.1155747586,1,0.1981873044,-0.1311640322,1,0.1691164057,-0.1276854475,1,0.1655664354,-0.2026998027,4.04764836,0.007216260599,0.00993668301,4.087730952,0.03056736159,-0.01957870337,0.4537644682,0.2472736451,-0.1349206961,0.5265980809,0.2739926332,-0.1514729086,,,,,,,,,,,,
23.6,1,0.1839413541,-0.1152003439,1,0.1979807728,-0.1309707833,1,0.1685414974,-0.1270863841,1,0.1654446073,-0.2023903852,4.04764836,0.007204349761,0.009350219305,4.087730952,0.03049364901,-0.02034041109,0.4537644682,0.2471932244,-0.1352510179,0.5265980809,0.274045703,-0.1517075626,,,,,,,,,,,,
23.7,1,0.1834576874,-0.1148214538,1,0.197765493,-0.1307723683,1,0.1679509605,-0.1264811475,1,0.1653162866,-0.2020781537,4.04764836,0.007192291893,0.008764966618,4.087730952,0.03041721832,-0.0210995983,0.4537644682,0.2470978891,-0.1355744918,0.5265980809,0.2740834347,-0.1519365749,,,,,,,,,,,,
23.8,1,0.182958276,-0.1144381094,1,0.1975416448,-0.1305688396,1,0.1673454328,-0.1258698049,1,0.1651815813,-0.2017631951,4.04764836,0.007180140537,0.00818097305,4.087730952,0.03033813246,-0.02185622031,0.4537644682,0.2469882867,-0.1358911452,0.5265980809,0.2741060507,-0.1521599797,,,,,,,,,,,,
23.9,1,0.1824437171,-0.1140503315,1,0.1973094049,-0.1303602493,1,0.1667255407,-0.1252524227,1,0.1650405976,-0.2014455949,4.04764836,0.007167948237,0.007598285731,4.087730952,0.03025645331,-0.02261023345,0.4537644682,0.2468650644,-0.1362010052,0.5265980809,0.2741137698,-0.1523778108,,,,,,,,,,,,
24,1,0.1819145979,-0.113658141,1,0.1970689474,-0.1301466483,1,0.1660918997,-0.1246290662,1,0.1648934402,-0.2011254371,4.04764836,0.00715576655,0.007016950839,4.087730952,0.03017224178,-0.02336159497,0.4537644682,0.2467288695,-0.1365040992,0.5265980809,0.2741068077,-0.1525901017,,,,,,,,,,,,
24.1,1,0.1813714308,-0.1132615607,1,0.1968204392,-0.1299280874,1,0.1654450628,-0.1239998003,1,0.1647402073,-0.2008028027,4.04764836,0.007143637101,0.006437012566,4.087730952,0.0300855602,-0.02411026133,0.4537644682,0.2465802477,-0.1368004595,0.5265980809,0.2740853798,-0.1527968829,,,,,,,,,,,,
24.2,1,0.1808144657,-0.1128606222,1,0.1965640276,-0.1297046173,1,0.1647853679,-0.1233646895,1,0.1645809764,-0.2004777659,4.04764836,0.00713156519,0.005858510044,4.087730952,0.02999647965,-0.02485618306,0.4537644682,0.2464193375,-0.1370901398,0.5265980809,0.2740497102,-0.1529981741,,,,,,,,,,,,
24.3,1,0.1802438853,-0.1124553589,1,0.1962998534,-0.1294762883,1,0.1641130964,-0.1227237977,1,0.1644158192,-0.200150398,4.04764836,0.007119547212,0.005281480571,4.087730952,0.02990507245,-0.02559931005,0.4537644682,0.2462461758,-0.1373731986,0.5265980809,0.2740000224,-0.1531939922,,,,,,,,,,,,
24.4,1,0.17965987,-0.1120458038,1,0.1960280552,-0.1292431499,1,0.1634285253,-0.1220771881,1,0.1642448064,-0.1998207693,4.04764836,0.007107579626,0.004705960685,4.087730952,0.02981140971,-0.02633959325,0.4537644682,0.2460607997,-0.1376496947,0.5265980809,0.2739365369,-0.1533843543,,,,,,,,,,,,
24.5,1,0.1790625973,-0.1116319895,1,0.1957487696,-0.1290052511,1,0.1627319272,-0.1214249228,1,0.1640680077,-0.1994889489,4.04764836,0.007095658956,0.004131986176,4.087730952,0.02971556133,-0.02707698465,0.4537644682,0.245863246,-0.1379196867,0.5265980809,0.2738594706,-0.1535692773,,,,,,,,,,,,
24.6,1,0.1784522423,-0.1112139484,1,0.1954621309,-0.1287626402,1,0.1620235703,-0.1207670633,1,0.1638854917,-0.1991550046,4.04764836,0.007083781783,0.003559592101,4.087730952,0.02961759609,-0.02781143728,0.4537644682,0.2456535516,-0.1381832333,0.5265980809,0.2737690371,-0.1537487781,,,,,,,,,,,,
24.7,1,0.1778289778,-0.1107917122,1,0.1951682715,-0.1285153649,1,0.1613037184,-0.12010367,1,0.1636973264,-0.1988190033,4.04764836,0.007071944752,0.002988812799,4.087730952,0.0295175816,-0.02854290516,0.4537644682,0.2454317534,-0.1384403933,0.5265980809,0.2736654472,-0.1539228735,,,,,,,,,,,,
24.8,1,0.1771929737,-0.1103653127,1,0.1948673218,-0.1282634721,1,0.1605726315,-0.1194348029,1,0.1635035784,-0.1984810106,4.04764836,0.007060144564,0.002419681907,4.087730952,0.02941558436,-0.02927134332,0.4537644682,0.2451978884,-0.1386912253,0.5265980809,0.2735489081,-0.1540915805,,,,,,,,,,,,
24.9,1,0.176544398,-0.1099347809,1,0.19455941,-0.1280070084,1,0.1598305651,-0.1187605208,1,0.1633043137,-0.1981410912,4.04764836,0.007048377979,0.001852232373,4.087730952,0.02931166979,-0.02999670773,0.4537644682,0.2449519934,-0.138935788,0.5265980809,0.2734196242,-0.1542549159,,,,,,,,,,,,
25,1,0.1758834159,-0.1095001477,1,0.1942446626,-0.1277460196,1,0.1590777708,-0.1180808819,1,0.1630995974,-0.1977993087,4.04764836,0.007036641813,0.001286496467,4.087730952,0.0292059022,-0.03071895531,0.4537644682,0.2446941054,-0.1391741401,0.5265980809,0.2732777969,-0.1544128964,,,,,,,,,,,,
25.1,1,0.1752102033,-0.1090614416,1,0.1939232047,-0.1274805508,1,0.1583144927,-0.1173959438,1,0.1628894998,-0.1974557252,4.04764836,0.007024932167,0.0007225052268,4.087730952,0.0290983402,-0.03143804469,0.4537644682,0.2444242732,-0.1394063398,0.5265980809,0.2731236191,-0.1545655379,,,,,,,,,,,,
25.2,1,0.1745249841,-0.1086186817,1,0.1935951625,-0.1272106466,1,0.1575409555,-0.1167057631,1,0.1626741144,-0.197110401,4.04764836,0.007013242133,0.000160286753,4.087730952,0.02898902281,-0.03215393845,0.4537644682,0.2441425941,-0.139632444,0.5265980809,0.2729572596,-0.1547128515,,,,,,,,,,,,
25.3,1,0.1738279916,-0.1081718851,1,0.193260661,-0.1269363508,1,0.156757377,-0.1160103959,1,0.1624535398,-0.1967633952,4.04764836,0.007001564155,-0.0004001320097,4.087730952,0.02887798378,-0.03286660077,0.4537644682,0.2438491769,-0.1398525088,0.5265980809,0.2727788794,-0.1548548475,,,,,,,,,,,,
25.4,1,0.1731194555,-0.1077210688,1,0.1929198232,-0.1266577067,1,0.1559639714,-0.1153098975,1,0.1622278729,-0.1964147658,4.04764836,0.006989890813,-0.0009587246803,4.087730952,0.02876525635,-0.03357599663,0.4537644682,0.2435441309,-0.1400665905,0.5265980809,0.2725886373,-0.1549915363,,,,,,,,,,,,
25.5,1,0.1723996021,-0.1072662495,1,0.1925727702,-0.1263747569,1,0.1551609497,-0.1146043227,1,0.161997209,-0.1960645698,4.04764836,0.006978214816,-0.001515465429,4.087730952,0.02865087329,-0.03428209177,0.4537644682,0.243227565,-0.1402747456,0.5265980809,0.2723866897,-0.1551229283,,,,,,,,,,,,
25.6,1,0.1716686543,-0.1068074441,1,0.1922196215,-0.1260875438,1,0.1543485198,-0.1138937251,1,0.1617616424,-0.1957128635,4.04764836,0.006966529,-0.002070328969,4.087730952,0.02853486683,-0.0349848527,0.4537644682,0.2428995884,-0.1404770301,0.5265980809,0.2721731911,-0.1552490339,,,,,,,,,,,,
25.7,1,0.1709268315,-0.106344669,1,0.1918604947,-0.125796109,1,0.1535268863,-0.1131781582,1,0.1615212655,-0.1953597022,4.04764836,0.00695482633,-0.002623290542,4.087730952,0.02841726874,-0.03568424665,0.4537644682,0.2425603101,-0.1406735006,0.5265980809,0.2719482936,-0.1553698639,,,,,,,,,,,,
